unit_id,seed,pattern,gen_status,num_files,psr,cpc,piqs,grade,error
meta-llama-llama-3-1-8b-instruct__Decorator__hotel-reservation-system__rep0,40,Decorator,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__issue-tracking-system__rep0,40,Decorator,ok,7,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__learning-management-system__rep0,40,Decorator,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__library-management-system__rep0,40,Decorator,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__payroll-and-hr-system__rep0,40,Decorator,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__school-management-platform__rep0,40,Decorator,ok,7,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__warehouse-inventory-tracker__rep0,40,Decorator,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Factory Method__banking-account-management__rep0,40,Factory Method,ok,5,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__car-rental-management__rep0,40,Factory Method,ok,5,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__food-delivery-management__rep0,40,Factory Method,ok,7,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__gym-membership-platform__rep0,40,Factory Method,ok,5,60.0,61.54,60.62,Moderate,
meta-llama-llama-3-1-8b-instruct__Factory Method__hospital-appointment-scheduler__rep0,40,Factory Method,ok,8,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__hotel-reservation-system__rep0,40,Factory Method,ok,7,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__issue-tracking-system__rep0,40,Factory Method,ok,5,20.0,23.08,21.23,Poor,
meta-llama-llama-3-1-8b-instruct__Factory Method__learning-management-system__rep0,40,Factory Method,ok,8,60.0,61.54,60.62,Moderate,
meta-llama-llama-3-1-8b-instruct__Factory Method__library-management-system__rep0,40,Factory Method,ok,6,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__payroll-and-hr-system__rep0,40,Factory Method,ok,9,20.0,23.08,21.23,Poor,
meta-llama-llama-3-1-8b-instruct__Factory Method__school-management-platform__rep0,40,Factory Method,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Factory Method__warehouse-inventory-tracker__rep0,40,Factory Method,ok,6,60.0,61.54,60.62,Moderate,
meta-llama-llama-3-1-8b-instruct__Observer__banking-account-management__rep0,40,Observer,ok,7,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__car-rental-management__rep0,40,Observer,ok,6,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__food-delivery-management__rep0,40,Observer,ok,5,50.0,45.45,48.18,Poor,
meta-llama-llama-3-1-8b-instruct__Observer__gym-membership-platform__rep0,40,Observer,ok,9,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Observer__hospital-appointment-scheduler__rep0,40,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__hotel-reservation-system__rep0,40,Observer,ok,10,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Observer__issue-tracking-system__rep0,40,Observer,ok,8,25.0,27.27,25.91,Poor,
meta-llama-llama-3-1-8b-instruct__Observer__learning-management-system__rep0,40,Observer,ok,4,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__library-management-system__rep0,40,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__payroll-and-hr-system__rep0,40,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__school-management-platform__rep0,40,Observer,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Observer__warehouse-inventory-tracker__rep0,40,Observer,ok,6,25.0,18.18,22.27,Poor,
meta-llama-llama-3-1-8b-instruct__Singleton__banking-account-management__rep0,40,Singleton,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__car-rental-management__rep0,40,Singleton,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__food-delivery-management__rep0,40,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__gym-membership-platform__rep0,40,Singleton,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__hospital-appointment-scheduler__rep0,40,Singleton,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__hotel-reservation-system__rep0,40,Singleton,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__issue-tracking-system__rep0,40,Singleton,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__learning-management-system__rep0,40,Singleton,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__library-management-system__rep0,40,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__payroll-and-hr-system__rep0,40,Singleton,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__school-management-platform__rep0,40,Singleton,ok,2,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__warehouse-inventory-tracker__rep0,40,Singleton,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__banking-account-management__rep0,40,Strategy,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Strategy__car-rental-management__rep0,40,Strategy,ok,6,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Strategy__food-delivery-management__rep0,40,Strategy,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__gym-membership-platform__rep0,40,Strategy,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__hospital-appointment-scheduler__rep0,40,Strategy,ok,7,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Strategy__hotel-reservation-system__rep0,40,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__issue-tracking-system__rep0,40,Strategy,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__learning-management-system__rep0,40,Strategy,ok,10,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__library-management-system__rep0,40,Strategy,ok,9,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__payroll-and-hr-system__rep0,40,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__school-management-platform__rep0,40,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__warehouse-inventory-tracker__rep0,40,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Template Method__banking-account-management__rep0,40,Template Method,ok,5,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__car-rental-management__rep0,40,Template Method,ok,4,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__food-delivery-management__rep0,40,Template Method,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Template Method__gym-membership-platform__rep0,40,Template Method,ok,6,40.0,36.36,38.55,Poor,
meta-llama-llama-3-1-8b-instruct__Template Method__hospital-appointment-scheduler__rep0,40,Template Method,ok,7,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__hotel-reservation-system__rep0,40,Template Method,ok,4,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__issue-tracking-system__rep0,40,Template Method,ok,5,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__learning-management-system__rep0,40,Template Method,ok,6,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__library-management-system__rep0,40,Template Method,ok,3,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__payroll-and-hr-system__rep0,40,Template Method,ok,6,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__school-management-platform__rep0,40,Template Method,ok,6,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__warehouse-inventory-tracker__rep0,40,Template Method,ok,4,40.0,36.36,38.55,Poor,
meta-llama-llama-3-1-8b-instruct__Builder__banking-account-management__rep0,41,Builder,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__car-rental-management__rep0,41,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__food-delivery-management__rep0,41,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__gym-membership-platform__rep0,41,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__hospital-appointment-scheduler__rep0,41,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__hotel-reservation-system__rep0,41,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__issue-tracking-system__rep0,41,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__learning-management-system__rep0,41,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__library-management-system__rep0,41,Builder,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__payroll-and-hr-system__rep0,41,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__school-management-platform__rep0,41,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__warehouse-inventory-tracker__rep0,41,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Composite__banking-account-management__rep0,41,Composite,ok,5,60.0,64.29,61.71,Moderate,
meta-llama-llama-3-1-8b-instruct__Composite__car-rental-management__rep0,41,Composite,ok,8,20.0,14.29,17.71,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__food-delivery-management__rep0,41,Composite,ok,7,80.0,85.71,82.29,Good,
meta-llama-llama-3-1-8b-instruct__Composite__gym-membership-platform__rep0,41,Composite,ok,6,80.0,78.57,79.43,Good,
meta-llama-llama-3-1-8b-instruct__Composite__hospital-appointment-scheduler__rep0,41,Composite,ok,9,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Composite__hotel-reservation-system__rep0,41,Composite,ok,5,80.0,78.57,79.43,Good,
meta-llama-llama-3-1-8b-instruct__Composite__issue-tracking-system__rep0,41,Composite,ok,7,60.0,64.29,61.71,Moderate,
meta-llama-llama-3-1-8b-instruct__Composite__learning-management-system__rep0,41,Composite,ok,6,20.0,21.43,20.57,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__library-management-system__rep0,41,Composite,ok,6,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__payroll-and-hr-system__rep0,41,Composite,ok,4,80.0,78.57,79.43,Good,
meta-llama-llama-3-1-8b-instruct__Composite__school-management-platform__rep0,41,Composite,ok,7,20.0,14.29,17.71,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__warehouse-inventory-tracker__rep0,41,Composite,ok,5,40.0,35.71,38.29,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__banking-account-management__rep0,41,Decorator,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__car-rental-management__rep0,41,Decorator,ok,7,83.33,91.67,86.67,Good,
meta-llama-llama-3-1-8b-instruct__Decorator__food-delivery-management__rep0,41,Decorator,ok,7,50.0,58.33,53.33,Moderate,
meta-llama-llama-3-1-8b-instruct__Decorator__gym-membership-platform__rep0,41,Decorator,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__hospital-appointment-scheduler__rep0,41,Decorator,ok,8,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__hotel-reservation-system__rep0,41,Decorator,ok,5,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__issue-tracking-system__rep0,41,Decorator,ok,6,83.33,91.67,86.67,Good,
meta-llama-llama-3-1-8b-instruct__Decorator__learning-management-system__rep0,41,Decorator,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__library-management-system__rep0,41,Decorator,ok,6,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Decorator__payroll-and-hr-system__rep0,41,Decorator,ok,5,83.33,91.67,86.67,Good,
meta-llama-llama-3-1-8b-instruct__Decorator__school-management-platform__rep0,41,Decorator,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Decorator__warehouse-inventory-tracker__rep0,41,Decorator,ok,5,83.33,91.67,86.67,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__banking-account-management__rep0,41,Factory Method,ok,5,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__car-rental-management__rep0,41,Factory Method,ok,5,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__food-delivery-management__rep0,41,Factory Method,ok,5,40.0,46.15,42.46,Poor,
meta-llama-llama-3-1-8b-instruct__Factory Method__gym-membership-platform__rep0,41,Factory Method,ok,5,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__hospital-appointment-scheduler__rep0,41,Factory Method,ok,7,60.0,61.54,60.62,Moderate,
meta-llama-llama-3-1-8b-instruct__Factory Method__hotel-reservation-system__rep0,41,Factory Method,ok,7,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__issue-tracking-system__rep0,41,Factory Method,ok,9,40.0,46.15,42.46,Poor,
meta-llama-llama-3-1-8b-instruct__Factory Method__learning-management-system__rep0,41,Factory Method,ok,9,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__library-management-system__rep0,41,Factory Method,ok,8,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Factory Method__payroll-and-hr-system__rep0,41,Factory Method,ok,9,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Factory Method__school-management-platform__rep0,41,Factory Method,ok,11,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Factory Method__warehouse-inventory-tracker__rep0,41,Factory Method,ok,8,80.0,84.62,81.85,Good,
meta-llama-llama-3-1-8b-instruct__Observer__banking-account-management__rep0,41,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__car-rental-management__rep0,41,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__food-delivery-management__rep0,41,Observer,ok,6,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__gym-membership-platform__rep0,41,Observer,ok,6,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__hospital-appointment-scheduler__rep0,41,Observer,ok,6,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Observer__hotel-reservation-system__rep0,41,Observer,ok,4,50.0,54.55,51.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Observer__issue-tracking-system__rep0,41,Observer,ok,7,25.0,27.27,25.91,Poor,
meta-llama-llama-3-1-8b-instruct__Observer__learning-management-system__rep0,41,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__library-management-system__rep0,41,Observer,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Observer__payroll-and-hr-system__rep0,41,Observer,ok,7,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__school-management-platform__rep0,41,Observer,ok,5,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Observer__warehouse-inventory-tracker__rep0,41,Observer,ok,6,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Singleton__banking-account-management__rep0,41,Singleton,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__car-rental-management__rep0,41,Singleton,ok,8,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__food-delivery-management__rep0,41,Singleton,ok,8,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__gym-membership-platform__rep0,41,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__hospital-appointment-scheduler__rep0,41,Singleton,ok,8,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__hotel-reservation-system__rep0,41,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__issue-tracking-system__rep0,41,Singleton,ok,5,0.0,0.0,0.0,Poor,
meta-llama-llama-3-1-8b-instruct__Singleton__learning-management-system__rep0,41,Singleton,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__library-management-system__rep0,41,Singleton,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__payroll-and-hr-system__rep0,41,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__school-management-platform__rep0,41,Singleton,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Singleton__warehouse-inventory-tracker__rep0,41,Singleton,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__banking-account-management__rep0,41,Strategy,ok,6,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Strategy__car-rental-management__rep0,41,Strategy,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__food-delivery-management__rep0,41,Strategy,ok,9,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__gym-membership-platform__rep0,41,Strategy,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__hospital-appointment-scheduler__rep0,41,Strategy,ok,8,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Strategy__hotel-reservation-system__rep0,41,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__issue-tracking-system__rep0,41,Strategy,ok,8,75.0,81.82,77.73,Good,
meta-llama-llama-3-1-8b-instruct__Strategy__learning-management-system__rep0,41,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__library-management-system__rep0,41,Strategy,ok,7,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__payroll-and-hr-system__rep0,41,Strategy,ok,8,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__school-management-platform__rep0,41,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Strategy__warehouse-inventory-tracker__rep0,41,Strategy,ok,6,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Template Method__banking-account-management__rep0,41,Template Method,ok,5,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__car-rental-management__rep0,41,Template Method,ok,3,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__food-delivery-management__rep0,41,Template Method,ok,3,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__gym-membership-platform__rep0,41,Template Method,ok,5,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__hospital-appointment-scheduler__rep0,41,Template Method,ok,6,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__hotel-reservation-system__rep0,41,Template Method,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Template Method__issue-tracking-system__rep0,41,Template Method,ok,6,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__learning-management-system__rep0,41,Template Method,ok,5,60.0,54.55,57.82,Moderate,
meta-llama-llama-3-1-8b-instruct__Template Method__library-management-system__rep0,41,Template Method,ok,6,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__payroll-and-hr-system__rep0,41,Template Method,ok,4,40.0,36.36,38.55,Poor,
meta-llama-llama-3-1-8b-instruct__Template Method__school-management-platform__rep0,41,Template Method,ok,5,80.0,81.82,80.73,Good,
meta-llama-llama-3-1-8b-instruct__Template Method__warehouse-inventory-tracker__rep0,41,Template Method,ok,5,40.0,36.36,38.55,Poor,
meta-llama-llama-3-1-8b-instruct__Builder__banking-account-management__rep0,42,Builder,ok,4,16.67,25.0,20.0,Poor,
meta-llama-llama-3-1-8b-instruct__Builder__car-rental-management__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__food-delivery-management__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__gym-membership-platform__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__hospital-appointment-scheduler__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__hotel-reservation-system__rep0,42,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__issue-tracking-system__rep0,42,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__learning-management-system__rep0,42,Builder,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__library-management-system__rep0,42,Builder,ok,5,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__payroll-and-hr-system__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__school-management-platform__rep0,42,Builder,ok,3,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Builder__warehouse-inventory-tracker__rep0,42,Builder,ok,4,100.0,100.0,100.0,Excellent,
meta-llama-llama-3-1-8b-instruct__Composite__banking-account-management__rep0,42,Composite,ok,5,20.0,14.29,17.71,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__car-rental-management__rep0,42,Composite,ok,6,20.0,14.29,17.71,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__food-delivery-management__rep0,42,Composite,ok,4,20.0,14.29,17.71,Poor,
meta-llama-llama-3-1-8b-instruct__Composite__gym-membership-platform__rep0,42,Composite,ok,4,80.0,78.57,79.43,Good,
meta-llama-llama-3-1-8b-instruct__Composite__hospital-appointment-scheduler__rep0,42,Composite,ok,13,40.0,35.71,38.29,Poor,
